HRHHID,HRHHID2,OCCURNUM,YYYYMM,PRTAGE,PTERNHLY
986559270709009,92001,2,201401,46,50.00
926539170279002,92001,1,201401,54,16.00
926539170279002,92001,2,201401,36,8.30
913006915039510,91001,2,201401,20,7.60
703900340886746,91001,1,201401,44,8.00
110463096903259,91002,1,201401,50,10.00
098933501077685,91001,1,201401,67,60.00
098933501077685,91001,3,201401,37,18.01
572090269600381,92001,4,201401,25,10.30
572090269600381,92001,5,201401,53,22.36
699830511650970,92001,1,201401,37,8.00
699830511650970,92001,2,201401,55,8.00
699830511650970,92001,3,201401,24,8.00
800965092607339,92001,1,201401,67,13.67
008033406099661,91002,1,201401,30,13.00
008033406099661,91002,2,201401,30,35.00
986006736039300,91001,3,201401,28,17.80
807903000896636,92001,1,201401,35,12.34
097913607059626,91001,1,201401,35,16.00
986809530979001,91001,1,201401,47,35.00
700609947170985,92001,1,201401,40,43.00
700609947170985,92001,2,201401,21,9.00
407909510898726,92001,3,201401,22,10.00
099973707001668,91001,2,201401,46,12.00
860167087001705,92001,1,201401,74,14.29
956799670179007,92001,1,201401,51,51.75
036480380973997,91001,1,201401,47,19.00
954008944039650,91001,1,201401,39,27.00
300809939832183,91001,3,201401,30,20.86
580486037908498,92001,2,201401,34,16.00
337007160800169,91001,2,201401,23,42.00
700800015006615,92001,2,201401,67,21.00
899940042530970,92001,2,201401,22,8.00
707903840694979,92001,1,201401,60,32.00
707903840694979,92001,2,201401,55,33.00
707903840694979,92001,3,201401,20,10.00
110994099303469,91001,1,201401,63,45.00
057711300022507,91001,1,201401,44,31.00
057711300022507,91001,2,201401,39,15.00
290529430239100,91001,2,201401,27,13.50
057711300942597,91001,2,201401,47,22.00
996020770139550,91001,1,201401,60,17.20
914020933178500,92001,1,201401,56,12.00
901606077906695,92001,4,201401,26,9.00
901606077906695,92001,5,201401,23,8.25
901606077906695,92001,6,201401,20,8.40
950389630429102,91001,1,201401,23,9.00
950389630429102,91001,2,201401,26,42.13
710006998315980,92001,2,201401,51,12.75
211755057903294,92001,2,201401,34,10.55
607900961895332,92001,1,201401,40,12.50
197927801042298,92001,1,201401,59,15.00
121328057001102,92001,2,201401,55,22.00
979093908139020,91001,5,201401,33,30.00
399090951220971,92001,2,201401,50,7.85
399090951220971,92001,4,201401,22,7.55
631398067908997,92001,1,201401,57,16.00
631398067908997,92001,2,201401,54,45.00
320380495440071,92001,1,201401,31,23.00
320380495440071,92001,2,201401,40,35.00
751521073903795,91001,1,201401,85,10.00
751521073903795,91001,2,201401,64,13.55
195903402031538,91001,1,201401,32,79.00
195903402031538,91001,2,201401,47,78.00
710509958698135,92001,1,201401,50,18.76
407901641893405,92001,3,201401,25,15.00
231106740600140,91001,1,201401,63,20.00
109037705075691,92001,1,201401,46,8.00
307909831691156,92001,2,201401,57,17.00
963066905179390,92001,1,201401,44,27.75
033341760694595,92001,1,201401,40,9.25
033341760694595,92001,4,201401,15,7.50
410962098213379,91001,2,201401,40,17.49
699350511010971,92001,1,201401,37,10.00
699350511010971,92001,2,201401,52,12.00
861032053001908,91001,1,201401,38,13.00
799050754740671,92001,2,201401,39,32.00
870974097813029,91002,1,201401,25,25.00
271381037900399,92001,1,201401,42,14.42
710709992322088,92001,3,201401,28,12.00
100974098217569,92001,2,201401,44,14.86
957539930059101,91001,2,201401,65,13.70
771005017001105,92001,1,201401,43,12.00
071641370993896,91001,2,201401,47,14.00
967499470179107,92001,1,201401,52,25.00
967499470179107,92001,2,201401,21,10.00
943057937179340,92001,1,201401,29,13.65
450973093717349,92001,1,201401,28,10.25
105007402031831,92001,2,201401,53,19.00
101067005052821,92001,1,201401,31,15.73
899200066300971,92001,2,201401,85,8.75
899200066300971,92001,3,201401,55,17.05
034901380995395,91001,1,201401,56,18.75
034901380995395,91001,2,201401,60,20.00
938559330949100,91001,2,201401,44,36.00
918469370669102,92001,1,201401,52,36.00
710809991336288,92001,3,201401,19,3.50
899330303540971,92001,2,201401,59,20.00
770986098517479,92001,2,201401,32,35.00
916048974139940,91001,2,201401,63,7.40
916048974139940,91001,3,201401,24,10.00
938219230929101,91001,1,201401,47,17.00
908579670389106,92001,2,201401,30,12.00
908579670389106,92001,3,201401,26,15.00
937088956179600,92001,2,201401,63,15.80
939409670379101,92001,1,201401,63,14.00
999060951530971,92001,2,201401,37,16.10
229880230400105,91001,1,201401,33,17.00
989529070959109,92001,1,201401,39,19.20
989529070959109,92001,3,201401,15,7.75
850990092917599,92001,2,201401,54,19.50
979499170669109,92001,1,201401,24,7.25
840992093413829,91001,1,201401,43,13.25
840992093413829,91001,4,201401,17,8.50
979749670899108,92001,1,201401,50,11.00
939509930139107,91001,3,201401,32,8.90
910039957139930,91001,2,201401,36,11.50
710909954867584,92001,3,201401,22,4.35
949009670109101,92001,1,201401,32,22.50
750991096713959,91001,1,201401,60,27.25
750991096713959,91001,2,201401,59,31.00
956059997139170,91001,1,201401,48,10.00
638197369900800,91001,1,201401,62,11.85
638197369900800,91001,2,201401,61,26.00
915049967139280,91001,2,201401,61,16.00
915049967139280,91001,3,201401,34,14.25
915049967139280,91001,4,201401,51,12.25
085572300998299,91002,1,201401,64,15.25
240904096627889,92001,1,201401,50,17.11
990907095123489,91001,2,201401,26,13.00
720000058421717,92001,1,201401,36,37.00
720000058421717,92001,2,201401,39,17.50
207093106078081,91001,2,201401,30,8.65
320000039555110,91001,1,201401,85,11.50
320000039555110,91001,2,201401,54,17.11
502551033001009,91001,2,201401,60,10.50
940109630396207,91001,1,201401,65,8.00
460902099723139,91001,2,201401,57,25.00
900908098423959,91001,1,201401,43,19.50
874296409000603,92001,1,201401,64,11.00
199670119110972,92001,2,201401,40,15.00
201067502039131,92001,2,201401,54,11.00
201067502039131,92001,3,201401,24,8.00
807604142892691,92001,1,201401,23,20.00
807604142892691,92001,2,201401,22,13.00
921209170166203,92001,1,201401,26,7.25
921209170166203,92001,2,201401,26,21.00
080910090227489,92001,1,201401,56,10.27
911819030546204,91261,2,201401,19,7.75
972012947239510,91001,3,201401,34,16.00
972012947239510,91001,4,201401,26,11.50
957053997279930,92001,1,201401,30,23.23
960733097827349,92001,1,201401,60,20.00
960733097827349,92001,2,201401,59,25.00
803607132892653,91001,3,201401,30,11.58
678261359300927,92001,2,201401,61,17.33
996024970279550,92001,2,201401,59,31.00
520945096027799,92001,2,201401,17,8.00
634290419400898,91002,2,201401,44,8.50
634290419400898,91002,4,201401,22,7.50
720409981846285,92001,1,201401,27,34.00
720409981846285,92001,2,201401,30,34.00
904869170449209,92001,3,201401,27,20.00
320409948086780,91001,1,201401,38,45.00
320409948086780,91001,2,201401,37,55.00
407908452596384,92001,2,201401,71,13.20
273298249400345,92001,1,201401,43,20.00
442885047906098,92001,1,201401,41,40.00
500945091527999,92001,1,201401,58,39.80
500945091527999,92001,2,201401,62,64.69
043182350978599,91001,1,201401,56,13.78
043182350978599,91001,2,201401,54,14.00
710951099923729,91001,1,201401,36,32.00
407900122697275,92001,1,201401,56,21.92
720509988864087,92001,2,201401,38,99.00
977056793239020,91001,1,201401,40,31.60
977056793239020,91001,2,201401,43,25.50
095702360997599,91001,2,201401,63,11.00
926769830949204,91001,1,201401,59,17.00
926769830949204,91001,3,201401,32,10.00
320600021096418,91001,1,201401,36,10.00
280969090523139,91001,1,201401,49,14.85
280969090523139,91001,2,201401,66,13.49
699540419650972,92001,1,201401,50,17.00
699540419650972,92001,2,201401,49,13.98
649410891540932,91001,1,201401,44,14.00
662894027001205,92001,2,201401,42,19.00
462809087906298,92001,1,201401,35,22.00
462809087906298,92001,2,201401,34,19.80
059872360999495,91001,3,201401,21,9.00
053772360994796,91001,2,201401,57,23.72
976469530739207,91001,1,201401,42,24.08
976469530739207,91001,2,201401,39,9.00
996809770309209,92001,1,201401,30,16.00
996809770309209,92001,2,201401,31,17.00
015572360949796,91001,2,201401,52,18.48
917289070879200,92001,1,201401,41,43.00
917289070879200,92001,2,201401,45,35.63
060972099923329,91001,1,201401,64,10.95
703903412692827,91001,2,201401,33,19.00
036622370994196,91001,1,201401,31,20.50
021722770973498,92001,2,201401,35,35.00
662057930239340,91001,1,201401,34,12.15
799230046530632,91001,1,201401,35,14.00
901077741239010,91001,1,201401,26,24.80
907077989239190,91001,1,201401,60,13.76
330976090423439,91001,2,201401,66,22.00
330976090423439,91001,3,201401,32,17.50
030265189900966,91001,1,201401,36,24.00
070995091623689,91001,1,201401,63,25.00
070995091623689,91001,2,201401,59,29.06
739099530639204,91001,1,201401,46,42.79
739099530639204,91001,2,201401,54,18.50
550998062727089,92001,1,201401,49,14.70
550998062727089,92001,2,201401,57,25.00
648009934239720,91001,1,201401,54,9.64
200997068423349,91001,2,201401,52,8.00
200997068423349,91001,5,201401,25,7.35
100992065127609,92001,1,201401,71,14.35
959449070899203,92001,2,201401,33,14.00
079062790692695,92001,2,201401,46,9.00
320992061123299,91001,1,201401,28,65.00
320909929305382,91001,1,201401,68,21.00
975040947339710,91001,2,201401,64,15.00
103366097908194,92001,2,201401,28,16.10
099770257660973,92001,1,201401,47,16.81
081773700698395,92001,1,201401,64,28.84
099000646430633,91001,1,201401,47,18.00
099000646430633,91001,2,201401,45,10.00
099000646430633,91001,3,201401,18,9.00
099000646430633,91001,4,201401,16,7.35
361923006031029,91001,1,201401,34,9.50
361923006031029,91001,2,201401,34,33.00
361923006031029,91001,3,201401,16,8.25
330009996757781,91001,2,201401,74,8.20
910060723379120,92001,1,201401,40,16.46
910060723379120,92001,2,201401,30,13.00
060917093433229,91001,1,201401,37,9.20
060917093433229,91001,2,201401,36,9.00
220416099333209,91001,2,201401,43,19.43
179250848460973,92001,2,201401,28,18.00
199210913150973,92001,2,201401,67,16.50
925021730379410,92001,2,201401,64,24.00
913801077908892,92001,1,201401,51,18.50
520917095837259,92001,1,201401,50,18.00
038903310995198,91001,1,201401,33,7.75
038903310995198,91001,2,201401,31,13.50
998081950339310,91001,1,201401,62,18.50
492520430230300,91001,2,201401,33,23.00
923606073808695,91001,1,201401,46,14.21
923606073808695,91001,4,201401,46,8.25
123963093905094,91001,2,201401,54,11.50
934042727379370,92001,1,201401,63,25.00
299350979740973,92001,1,201401,67,50.00
903905573591203,91001,1,201401,59,22.00
379280695680933,91001,1,201401,63,25.00
330309935147286,91001,1,201401,55,14.95
330309935147286,91001,2,201401,50,16.50
707902163893923,92001,1,201401,52,17.50
707902163893923,92001,3,201401,23,4.25
911013926339000,91001,3,201401,15,8.00
137309680400150,91001,2,201401,30,55.00
395983103013498,91001,1,201401,40,2.00
243570067908995,92001,1,201401,56,20.00
643482083906591,91001,1,201401,58,13.45
391907604094488,92001,3,201401,18,8.05
964229170729307,92001,1,201401,58,13.00
964229170729307,92001,2,201401,58,15.00
964229170729307,92001,3,201401,32,15.00
240944091737559,92001,1,201401,62,8.50
306073407094491,91001,1,201401,37,65.50
803908653692604,91001,1,201401,44,12.00
803908653692604,91001,2,201401,56,27.00
803908653692604,91001,5,201401,24,10.50
083823340997994,91001,2,201401,47,13.00
083823340997994,91001,3,201401,23,8.00
083823340997994,91001,4,201401,23,12.00
903044913379340,92001,2,201401,44,14.50
903044913379340,92001,3,201401,19,7.25
964359370829309,92001,1,201401,34,51.88
643807047908098,92001,1,201401,63,35.00
330509915983153,91001,1,201401,42,14.00
934025991339180,91001,4,201401,23,12.00
150968099933309,91001,2,201401,49,21.00
009663360992196,91001,1,201401,58,16.50
009663360992196,91001,2,201401,50,17.83
009663360992196,91001,5,201401,23,8.00
966449430826306,91001,2,201401,22,7.50
975016944339180,91001,1,201401,43,14.30
398993700090631,91001,1,201401,52,20.16
480962097337519,92001,1,201401,41,9.50
699680429470973,92001,1,201401,74,9.00
063519047908494,92001,1,201401,55,27.00
063519047908494,92001,2,201401,52,11.51
370260098433029,91002,1,201401,31,25.00
210461097437139,92001,1,201401,38,27.00
500763092537519,92001,2,201401,34,13.79
